title,price_str,price,grader,grade,keywords,card_number,sponsored,link,image_url,similarity
"🔥Pokémon PSA 10🔥 ⚡️SLABBIES⚡️ ✨Holographic Keychains✨ (Mini) 💎THE ORIGINAL💎
Opens in a new window or tab",$16.99,16.99,PSA,10,[],,False,https://www.ebay.com/itm/177081195509,https://i.ebayimg.com/images/g/nR8AAOSwqGloO1On/s-l500.webp,0.5
"POKEMON PSA 10 GEM MINT PSYDUCK 2018 SCREAM JAPANESE PROMO MUNCH CARD 286/SM-P
Opens in a new window or tab","$9,999.99",9999.99,PSA,10,[],,False,https://www.ebay.com/itm/365718921354,https://i.ebayimg.com/images/g/d9UAAeSwRHJobdeV/s-l500.webp,0.75
"POKEMON PSA 10 GEM MINT PIKACHU 2018 SCREAM JAPANESE PROMO MUNCH CARD 288/SM-P
Opens in a new window or tab","$15,000.00",15000.0,PSA,10,[],,False,https://www.ebay.com/itm/187626104995,https://i.ebayimg.com/images/g/wdwAAeSwQnpo4xSb/s-l500.webp,1.0
"PSA10 Japanese Pokémon Pikachu Munch A Retrospective PROMO 288/SM-P 2018
Opens in a new window or tab","$14,500.00",14500.0,PSA,10,[],,False,https://www.ebay.com/itm/389592322873,https://i.ebayimg.com/images/g/jIcAAeSwzrZpiDzd/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$13,500.00",13500.0,PSA,10,[],,False,https://www.ebay.com/itm/306788999156,https://i.ebayimg.com/images/g/kyYAAeSwuHtpnkPB/s-l500.webp,1.0
"PSA 10 Pikachu 2018 Munch Scream Promo Card 288/SM-P Pokemon Japanese #4
Opens in a new window or tab","$20,799.95",20799.95,PSA,10,[],,False,https://www.ebay.com/itm/357935064838,https://i.ebayimg.com/images/g/AxAAAeSwMqJpIYOz/s-l500.webp,1.0
"POKEMON PSA 10 GEM MINT ROWLET 2018 SCREAM JAPANESE PROMO MUNCH CARD 290/SM-P
Opens in a new window or tab","$1,750.00",1750.0,PSA,10,[],,False,https://www.ebay.com/itm/365810799826,https://i.ebayimg.com/images/g/9i0AAeSwgqBopely/s-l500.webp,0.75
"POKEMON PSA 10 GEM MINT ROWLET 2018 SCREAM JAPANESE PROMO MUNCH CARD 290/SM-P
Opens in a new window or tab","$1,775.00",1775.0,PSA,10,[],,False,https://www.ebay.com/itm/236639506718,https://i.ebayimg.com/images/g/vUcAAeSwyiJpk4Qf/s-l500.webp,0.75
"PSA10 Pokemon Card Japanese Pikachu Munch Exhibition Promo
Opens in a new window or tab","$23,598.98",23598.98,PSA,10,[],,False,https://www.ebay.com/itm/402616750584,https://i.ebayimg.com/images/g/4D8AAOSwIWZh4Qye/s-l500.webp,1.0
"2018 Pokemon Japanese SM Promo Munch: A Retrospective #288 Pikachu PSA 10
Opens in a new window or tab","$14,500.00",14500.0,PSA,10,[],,False,https://www.ebay.com/itm/389617585513,https://i.ebayimg.com/images/g/CZsAAeSwDoBpj2SM/s-l500.webp,1.0
"PSA 10 GEM MINT Pokemon Pikachu #288 Munch Promo 2018 Japanese SM-P 288
Opens in a new window or tab","$13,353.79",13353.79,PSA,10,[],,False,https://www.ebay.com/itm/257364777732,https://i.ebayimg.com/images/g/8sMAAeSwK~NplEB1/s-l500.webp,1.0
"POKEMON PSA 10 GEM MINT ROWLET 2018 SCREAM JAPANESE PROMO MUNCH CARD 290/SM-P
Opens in a new window or tab","$1,799.99",1799.99,PSA,10,[],,False,https://www.ebay.com/itm/297458218844,https://i.ebayimg.com/images/g/EqQAAeSwRL1pTGPs/s-l500.webp,0.75
"Full-Art Pikachu Pokemon 2018 Munch Retrospective Promo Japanese 288/SM-P PSA 10
Opens in a new window or tab","$13,499.99",13499.99,PSA,10,[],,False,https://www.ebay.com/itm/406170570214,https://i.ebayimg.com/images/g/iOwAAeSwmL5osUfi/s-l500.webp,1.0
"Full-Art Pikachu Pokemon 2018 Munch Retrospective Promo Japanese 288/SM-P PSA 10
Opens in a new window or tab","$12,449.99",12449.99,PSA,10,[],,False,https://www.ebay.com/itm/236613300532,https://i.ebayimg.com/images/g/BZAAAeSwIkZpgE0c/s-l500.webp,1.0
"Pokemon Cards - PSA 10 Pikachu 288/SM-P - JPN Munch Promo - GEM MT - PSA10
Opens in a new window or tab","$10,704.17",10704.17,PSA,10,[],,False,https://www.ebay.com/itm/137041779997,https://i.ebayimg.com/images/g/BQgAAeSwcEdpkwDd/s-l500.webp,1.0
"Pokémon Pikachu 2018 JPN SM Promo #288 Munch: A Retrospective PSA 10
Opens in a new window or tab","$11,502.00",11502.0,PSA,10,[],,False,https://www.ebay.com/itm/389610980641,https://i.ebayimg.com/images/g/w-AAAeSwjuFpgAqw/s-l500.webp,1.0
"2018 POKEMON JAPANESE SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$4,592.48",4592.48,PSA,10,[],,False,https://www.ebay.com/itm/206077805784,https://i.ebayimg.com/images/g/RQkAAeSwip5plX8U/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$12,500.00",12500.0,PSA,10,[],,False,https://www.ebay.com/itm/297878845723,https://i.ebayimg.com/images/g/PtQAAeSwErZpTnLX/s-l500.webp,1.0
"Pokémon Pikachu Munch: A Retrospective Promo #288 2018 PSA 10 Japanese Card
Opens in a new window or tab","$1,500.00",1500.0,PSA,10,[],,False,https://www.ebay.com/itm/397613694630,https://i.ebayimg.com/images/g/xLIAAeSwm2Zpkkm4/s-l500.webp,1.0
"Pokémon Pikachu Munch: A Retrospective Promo #288 2018 PSA 10 Japanese Card
Opens in a new window or tab","$1,500.00",1500.0,PSA,10,[],,False,https://www.ebay.com/itm/397613426295,https://i.ebayimg.com/images/g/xLIAAeSwm2Zpkkm4/s-l500.webp,1.0
"2018 Pokemon Japanese SM Promo Munch A Retrospective #288 Pikachu PSA 10
Opens in a new window or tab","$11,700.00",11700.0,PSA,10,[],,False,https://www.ebay.com/itm/389587045736,https://i.ebayimg.com/images/g/SN8AAeSw7p9phlFz/s-l500.webp,1.0
"Pokémon Pikachu 2018 JPN SM Promo #288 Munch: A Retrospective PSA 10
Opens in a new window or tab","$11,588.00",11588.0,PSA,10,[],,False,https://www.ebay.com/itm/389568054710,https://i.ebayimg.com/images/g/w-AAAeSwjuFpgAqw/s-l500.webp,1.0
