title,price_str,price,grader,grade,keywords,card_number,sponsored,link,image_url,similarity
"POKEMON PSA 10 GEM MINT PIKACHU 2018 SCREAM JAPANESE PROMO MUNCH CARD 288/SM-P
Opens in a new window or tab","$15,000.00",15000.0,PSA,10,[],,False,https://www.ebay.com/itm/187626104995,https://i.ebayimg.com/images/g/wdwAAeSwQnpo4xSb/s-l500.webp,1.0
"PSA10 Japanese Pokémon Pikachu Munch A Retrospective PROMO 288/SM-P 2018
Opens in a new window or tab","$14,500.00",14500.0,PSA,10,[],,False,https://www.ebay.com/itm/389592322873,https://i.ebayimg.com/images/g/jIcAAeSwzrZpiDzd/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$13,500.00",13500.0,PSA,10,[],,False,https://www.ebay.com/itm/306788999156,https://i.ebayimg.com/images/g/kyYAAeSwuHtpnkPB/s-l500.webp,1.0
"PSA 10 Pikachu 2018 Munch Scream Promo Card 288/SM-P Pokemon Japanese #4
Opens in a new window or tab","$20,799.95",20799.95,PSA,10,[],,False,https://www.ebay.com/itm/357935064838,https://i.ebayimg.com/images/g/AxAAAeSwMqJpIYOz/s-l500.webp,1.0
"PSA10 Pokemon Card Japanese Pikachu Munch Exhibition Promo
Opens in a new window or tab","$23,598.98",23598.98,PSA,10,[],,False,https://www.ebay.com/itm/402616750584,https://i.ebayimg.com/images/g/4D8AAOSwIWZh4Qye/s-l500.webp,1.0
"2018 Pokemon Japanese SM Promo Munch: A Retrospective #288 Pikachu PSA 10
Opens in a new window or tab","$14,500.00",14500.0,PSA,10,[],,False,https://www.ebay.com/itm/389617585513,https://i.ebayimg.com/images/g/CZsAAeSwDoBpj2SM/s-l500.webp,1.0
"PSA 10 GEM MINT Pokemon Pikachu #288 Munch Promo 2018 Japanese SM-P 288
Opens in a new window or tab","$13,353.79",13353.79,PSA,10,[],,False,https://www.ebay.com/itm/257364777732,https://i.ebayimg.com/images/g/8sMAAeSwK~NplEB1/s-l500.webp,1.0
"Full-Art Pikachu Pokemon 2018 Munch Retrospective Promo Japanese 288/SM-P PSA 10
Opens in a new window or tab","$13,499.99",13499.99,PSA,10,[],,False,https://www.ebay.com/itm/406170570214,https://i.ebayimg.com/images/g/iOwAAeSwmL5osUfi/s-l500.webp,1.0
"Full-Art Pikachu Pokemon 2018 Munch Retrospective Promo Japanese 288/SM-P PSA 10
Opens in a new window or tab","$12,449.99",12449.99,PSA,10,[],,False,https://www.ebay.com/itm/236613300532,https://i.ebayimg.com/images/g/BZAAAeSwIkZpgE0c/s-l500.webp,1.0
"Pokemon Cards - PSA 10 Pikachu 288/SM-P - JPN Munch Promo - GEM MT - PSA10
Opens in a new window or tab","$10,704.17",10704.17,PSA,10,[],,False,https://www.ebay.com/itm/137041779997,https://i.ebayimg.com/images/g/BQgAAeSwcEdpkwDd/s-l500.webp,1.0
"Pokémon Pikachu 2018 JPN SM Promo #288 Munch: A Retrospective PSA 10
Opens in a new window or tab","$11,502.00",11502.0,PSA,10,[],,False,https://www.ebay.com/itm/389610980641,https://i.ebayimg.com/images/g/w-AAAeSwjuFpgAqw/s-l500.webp,1.0
"2018 POKEMON JAPANESE SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$4,592.48",4592.48,PSA,10,[],,False,https://www.ebay.com/itm/206077805784,https://i.ebayimg.com/images/g/RQkAAeSwip5plX8U/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$12,500.00",12500.0,PSA,10,[],,False,https://www.ebay.com/itm/297878845723,https://i.ebayimg.com/images/g/PtQAAeSwErZpTnLX/s-l500.webp,1.0
"Pokémon Pikachu Munch: A Retrospective Promo #288 2018 PSA 10 Japanese Card
Opens in a new window or tab","$1,500.00",1500.0,PSA,10,[],,False,https://www.ebay.com/itm/397613694630,https://i.ebayimg.com/images/g/xLIAAeSwm2Zpkkm4/s-l500.webp,1.0
"Pokémon Pikachu Munch: A Retrospective Promo #288 2018 PSA 10 Japanese Card
Opens in a new window or tab","$1,500.00",1500.0,PSA,10,[],,False,https://www.ebay.com/itm/397613426295,https://i.ebayimg.com/images/g/xLIAAeSwm2Zpkkm4/s-l500.webp,1.0
"2018 Pokemon Japanese SM Promo Munch A Retrospective #288 Pikachu PSA 10
Opens in a new window or tab","$11,700.00",11700.0,PSA,10,[],,False,https://www.ebay.com/itm/389587045736,https://i.ebayimg.com/images/g/SN8AAeSw7p9phlFz/s-l500.webp,1.0
"Pokémon Pikachu 2018 JPN SM Promo #288 Munch: A Retrospective PSA 10
Opens in a new window or tab","$11,588.00",11588.0,PSA,10,[],,False,https://www.ebay.com/itm/389568054710,https://i.ebayimg.com/images/g/w-AAAeSwjuFpgAqw/s-l500.webp,1.0
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$9,900.00",9900.0,PSA,10,[],,False,https://www.ebay.com/itm/287111411231,https://i.ebayimg.com/images/g/oEYAAeSwjVFpfVj4/s-l500.webp,1.0
"2018 Pokemon Scream Munch Mimikyu Pikachu Eevee Pysduck Rowlet - PSA 10
Opens in a new window or tab","$36,995.00",36995.0,PSA,10,[],,False,https://www.ebay.com/itm/376922640167,https://i.ebayimg.com/images/g/9F0AAeSwKbZpX-~O/s-l500.webp,1.0
"2018 Pokemon Complete Scream Munch Mimikyu Pikachu Eevee Pysduck Set - PSA 10
Opens in a new window or tab","$36,995.00",36995.0,PSA,10,[],,False,https://www.ebay.com/itm/376910218282,https://i.ebayimg.com/images/g/9F0AAeSwKbZpX-~O/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$10,200.00",10200.0,PSA,10,[],,False,https://www.ebay.com/itm/389519541311,https://i.ebayimg.com/images/g/z9wAAeSwpcBpcDaF/s-l500.webp,1.0
"Pokémon Pikachu Munch: A Retrospective Promo #288 PSA 10 2018 Japanese
Opens in a new window or tab","$9,899.00",9899.0,PSA,10,[],,False,https://www.ebay.com/itm/136999191527,https://i.ebayimg.com/images/g/m8QAAeSwaJVpfOaq/s-l500.webp,1.0
"2018 POKEMON JAPANESE SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$10,750.00",10750.0,PSA,10,[],,False,https://www.ebay.com/itm/389525994024,https://i.ebayimg.com/images/g/lv8AAeSw~plpcmRE/s-l500.webp,1.0
"2018 POKEMON JAPANESE SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$10,950.00",10950.0,PSA,10,[],,False,https://www.ebay.com/itm/116979989847,https://i.ebayimg.com/images/g/rTcAAeSwq7ZpZT-l/s-l500.webp,1.0
"2018 Pokemon Japanese Pikachu Munch Scream Promo 288/SM-P PSA 10 Gem Mint
Opens in a new window or tab","$9,799.00",9799.0,PSA,10,[],,False,https://www.ebay.com/itm/297934024734,https://i.ebayimg.com/images/g/7IoAAeSwNG5pRP1G/s-l500.webp,1.0
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$10,200.00",10200.0,PSA,10,[],,False,https://www.ebay.com/itm/257301265122,https://i.ebayimg.com/images/g/5Z4AAeSwKQRpYXqt/s-l500.webp,1.0
"2018 Pokemon Japanese Pikachu Munch Scream Promo 288/SM-P PSA 10 Gem Mint
Opens in a new window or tab","$9,299.99",9299.99,PSA,10,[],,False,https://www.ebay.com/itm/297857680744,https://i.ebayimg.com/images/g/7IoAAeSwNG5pRP1G/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$9,139.78",9139.78,PSA,10,[],,False,https://www.ebay.com/itm/116971590996,https://i.ebayimg.com/images/g/Rz4AAeSwZSxpXb43/s-l500.webp,1.0
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$8,900.00",8900.0,PSA,10,[],,False,https://www.ebay.com/itm/287045664477,https://i.ebayimg.com/images/g/06cAAeSwj59pVg3D/s-l500.webp,1.0
"PSA 10 Pikachu 2018 Munch Scream Promo Card 288/SM-P Pokemon Card Japanese
Opens in a new window or tab","$8,999.00",8999.0,PSA,10,[],,False,https://www.ebay.com/itm/157595615813,https://i.ebayimg.com/images/g/R4UAAeSwGvhpW5zY/s-l500.webp,1.0
"PSA10 Pokemon Pikachu 2018 Japanese Munch Scream Promo Card 288/SM-P GEMMT
Opens in a new window or tab","$7,800.00",7800.0,PSA,10,[],,False,https://www.ebay.com/itm/317745603033,https://i.ebayimg.com/images/g/uP8AAeSwjKFpYCFG/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$9,999.99",9999.99,PSA,10,[],,False,https://www.ebay.com/itm/116957566553,https://i.ebayimg.com/images/g/jYEAAeSwJMBpVVLR/s-l500.webp,1.0
"2018 POKEMON JAPANESE PROMO PIKACHU MUNCH A RETROSPECTIVE 288/SM-P PSA 10
Opens in a new window or tab","$9,210.53",9210.53,PSA,10,[],,False,https://www.ebay.com/itm/205964864148,https://i.ebayimg.com/images/g/~ZIAAeSw8hBpRYrE/s-l500.webp,1.0
"PSA 10 Pikachu 288/sm-p Munch: A Retrospective Sm Promo Pokemon Japanese
Opens in a new window or tab","$9,499.95",9499.95,PSA,10,[],,False,https://www.ebay.com/itm/277633001551,https://i.ebayimg.com/images/g/SxEAAeSwu3NpXWxA/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$8,299.00",8299.0,PSA,10,[],,False,https://www.ebay.com/itm/297859065911,https://i.ebayimg.com/images/g/rscAAeSwKcVpRYET/s-l500.webp,1.0
"2018 POKEMON JAPANESE PROMO PIKACHU MUNCH A RETROSPECTIVE 288/SM-P PSA 10
Opens in a new window or tab","$8,114.04",8114.04,PSA,10,[],,False,https://www.ebay.com/itm/205932743382,https://i.ebayimg.com/images/g/~ZIAAeSw8hBpRYrE/s-l500.webp,1.0
"Full-Art Pikachu Pokemon 2018 Munch Retrospective Promo Japanese 288/SM-P PSA 10
Opens in a new window or tab","$8,000.00",8000.0,PSA,10,[],,False,https://www.ebay.com/itm/366082820557,https://i.ebayimg.com/images/g/KfUAAeSwm0FpTtJ3/s-l500.webp,1.0
"2018 POKEMON JAPANESE SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$8,300.00",8300.0,PSA,10,[],,False,https://www.ebay.com/itm/297826098579,https://i.ebayimg.com/images/g/cGkAAeSwX0dpNfi2/s-l500.webp,1.0
"Pikachu Munch 288/SM-P PSA 10 GEM MINT
Opens in a new window or tab","$7,547.29",7547.29,PSA,10,[],,False,https://www.ebay.com/itm/336343882326,https://i.ebayimg.com/images/g/wkkAAeSwD-5obwe~/s-l500.webp,1.0
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$8,199.99",8199.99,PSA,10,[],,False,https://www.ebay.com/itm/287007053565,https://i.ebayimg.com/images/g/zCQAAeSwQhFpPIJb/s-l500.webp,1.0
"2018 Pokemon Pikachu Mimikyu Psyduck Eevee Rowlet Munch Promo Full Set PSA 10
Opens in a new window or tab","$26,500.00",26500.0,PSA,10,[],,False,https://www.ebay.com/itm/365977192228,https://i.ebayimg.com/images/g/Y3EAAeSwumFpEmga/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$7,710.00",7710.0,PSA,10,[],,False,https://www.ebay.com/itm/297793179008,https://i.ebayimg.com/images/g/P-8AAeSwbNFpJxdi/s-l500.webp,1.0
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$6,911.00",6911.0,PSA,10,[],,False,https://www.ebay.com/itm/286976086846,https://i.ebayimg.com/images/g/XmsAAeSwEE5pKcrz/s-l500.webp,1.0
