title,price_str,price,grader,grade,keywords,card_number,sponsored,link,image_url
"PSA 10 Charizard Blastoise Venusaur Holo Classic 2023 Japanese Pokemon Card
Opens in a new window or tab",$663.99,663.99,PSA,10,[],,False,https://www.ebay.com/itm/157548517784,https://i.ebayimg.com/images/g/HlcAAeSw4VRpRvNw/s-l500.webp
"PSA10 MEGA Charizard X ex MA 223/193 M2a MEGA Dream ex Pokemon Card 2025
Opens in a new window or tab",$170.00,170.0,PSA,10,[],223/193,False,https://www.ebay.com/itm/137061268393,https://i.ebayimg.com/images/g/lsEAAeSwYJFpovo-/s-l500.webp
"PSL PSA 10 Mega Charizard X ex MA 223/193 M2a MEGA Dream ex Pokemon Card
Opens in a new window or tab",$199.75,199.75,PSA,10,[],223/193,False,https://www.ebay.com/itm/147035141942,https://i.ebayimg.com/images/g/XVkAAeSwHGJpQYDU/s-l500.webp
"Pokemon PSA 10 AUTO10 Charizard Holo Mitsuhiro Arita 2021 001/025 S8a-P Japanese
Opens in a new window or tab","$1,884.00",1884.0,PSA,10,[],001/025,False,https://www.ebay.com/itm/389661966866,https://i.ebayimg.com/images/g/1TIAAeSwlRNpnR0A/s-l500.webp
"PSA 10 MEGA CHARIZARD ex 023 | UPC Promo Full Art Graded Pokemon Card
Opens in a new window or tab",$357.27,357.27,PSA,10,[],,False,https://www.ebay.com/itm/326993690765,https://i.ebayimg.com/images/g/P~AAAeSw0y9pihCG/s-l500.webp
"PSA 10 GEM MINT Gengar 094/165 Holo Rare Pokemon Scarlet & Violet 151
Opens in a new window or tab",$94.00,94.0,PSA,10,['Holo Rare'],094/165,False,https://www.ebay.com/itm/168176517242,https://i.ebayimg.com/images/g/ic8AAeSwaaVpmea5/s-l500.webp
"Charizard V Secret Pokemon Sword & Shield Champion's Path 079/073 PSA 10
Opens in a new window or tab",$432.54,432.54,PSA,10,[],079/073,False,https://www.ebay.com/itm/297998865983,https://i.ebayimg.com/images/g/-4UAAeSwi-ZpgufB/s-l500.webp
"PSA 10 Charizard Vstar SAR 212/172 VSTAR Universe 2022 Japanese Pokemon
Opens in a new window or tab",$192.19,192.19,PSA,10,[],212/172,False,https://www.ebay.com/itm/336441786921,https://i.ebayimg.com/images/g/RiMAAeSwR21pnuWi/s-l500.webp
"2023 POKEMON SVP EN #056 CHARIZARD EX PSA 10
Opens in a new window or tab",$100.00,100.0,PSA,10,[],,False,https://www.ebay.com/itm/188096771285,https://i.ebayimg.com/images/g/zhcAAeSwZwBpn-F-/s-l500.webp
"Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10
Opens in a new window or tab",$405.00,405.0,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/287156763876,https://i.ebayimg.com/images/g/pzAAAeSw9Z5phoBf/s-l500.webp
"2021 Pokemon SWSH Shining Fates #SV107 FA Charizard VMAX PSA 10 GEM MINT
Opens in a new window or tab",$187.50,187.5,PSA,10,[],,False,https://www.ebay.com/itm/376991364947,https://i.ebayimg.com/images/g/dusAAeSw0oxpnw0V/s-l500.webp
